subjectid,gender,birthdate,genotype,cagenumber,health,cagemates,experimenter,tasktypedone,notes,intensityofcost1,intensityofcost2,intensityofcost3,intensityofcost4,costprobability1,costprobability2,costprobability3,costprobability4,rewardconcentration1,rewardconcentration2,rewardconcentration3,rewardconcentration4,rewardvolume1,rewardvolume2,rewardvolume3,rewardvolume4,rewardprobability1,rewardprobability2,rewardprobability3,rewardprobability4,mazenumber,approachavoidtimestamp,approachavoid,playstarttrialtone,presentcost,lightlevel,referencetime,videostartime,feeder,stoptrack,trialname,detectionsettings,trialcontrolsettings,referenceduration,animalid,mazeofferdelivery,mazenoofferdelivery,starttime,recordingafter,recordingduration,trialduration,mazecostoff,coordinatetimes,xcoordinates,ycoordinates,presentcostend,costpresenetationfinish,stopincopixrecording,decisionmakingtime,startincopixrecording,date,activezonetimestamp,activezonevalue,presentcostontimestamp,costacknowledgementtimestamp,deliveryacknowledgementtimestamp,coordinatetimes2,xcoordinates2,ycoordinates2,xtail,ytail,xnose,ynose,direction,truextail,trueytail,truexnose,trueynose,truedirection,id
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:26:42.6,03/03/2022 13:26:42.6,2,23.1,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,none,12.2,12.2,03/03/2022 13:26:42.6,0:00:07.0,0:00:23.2,0:00:30.2,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136142
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:26:42.6,03/03/2022 13:26:42.6,3,23.1,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:26:42.6,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136143
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:26:42.6,03/03/2022 13:26:42.6,3,23.1,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:26:42.6,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.7,14.6,,,,,,,,,,,,,,136144
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,13.9,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:26:42.6,03/03/2022 13:26:42.6,3,23.1,Trial     6,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:26:42.6,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,8.8,43.000000,8.8,8.8,13.9,,,,,,,,,,,,,,136145
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:27:34.0,03/03/2022 13:27:33.9,2,NOT FOUND IN NODULUS,Trial     7,v.1 Detection Settings,P3 L1 Opposite,0:01:00.5,none,12.2,12.2,03/03/2022 13:27:34.0,0:00:07.0,0:00:53.5,0:01:00.5,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136146
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:28:56.7,03/03/2022 13:28:56.6,2,23.1,Trial     8,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,none,12.2,12.2,03/03/2022 13:28:56.7,0:00:07.0,0:00:23.2,0:00:30.2,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136150
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:28:56.7,03/03/2022 13:28:56.6,3,23.1,Trial     8,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:28:56.7,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136151
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:28:56.7,03/03/2022 13:28:56.6,3,23.1,Trial     8,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:28:56.7,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.7,14.6,,,,,,,,,,,,,,136152
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,10.7,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:28:56.7,03/03/2022 13:28:56.6,3,23.1,Trial     8,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:28:56.7,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,43.000000,5.6,5.6,10.7,,,,,,,,,,,,,,136153
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:29:48.0,03/03/2022 13:29:47.9,2,23.3,Trial     9,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,none,12.2,12.2,03/03/2022 13:29:48.0,0:00:07.0,0:00:23.4,0:00:30.4,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136154
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:29:48.0,03/03/2022 13:29:47.9,.,23.3,Trial     9,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:29:48.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.1,,,,,,,,,,,,,,136155
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,12.9,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:29:48.0,03/03/2022 13:29:47.9,3,23.3,Trial     9,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:29:48.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.3,14.8,,,,,,,,,,,,,,136156
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:29:48.0,03/03/2022 13:29:47.9,2,23.3,Trial     9,v.1 Detection Settings,P3 L1 Opposite,0:00:30.4,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:29:48.0,0:00:07.0,0:00:23.4,0:00:30.4,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,42.000000,NOT FOUND IN NODULUS,5.6,10.7,,,,,,,,,,,,,,136157
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:30:39.7,03/03/2022 13:30:39.6,2,23.1,Trial    10,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,none,12.2,12.2,03/03/2022 13:30:39.7,0:00:07.0,0:00:23.2,0:00:30.2,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136158
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,12.2,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:30:39.7,03/03/2022 13:30:39.6,4,23.1,Trial    10,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:30:39.7,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,24.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136159
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:30:39.7,03/03/2022 13:30:39.6,1,23.1,Trial    10,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:30:39.7,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,31.000000,5.6,6.6,14.6,,,,,,,,,,,,,,136160
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:30:39.7,03/03/2022 13:30:39.6,3,23.1,Trial    10,v.1 Detection Settings,P3 L1 Opposite,0:00:30.2,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:30:39.7,0:00:07.0,0:00:23.2,0:00:30.2,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,8.3,43.000000,8.3,8.3,13.4,,,,,,,,,,,,,,136161
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:31:31.0,03/03/2022 13:31:31.0,2,23.2,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:30.3,none,12.2,12.2,03/03/2022 13:31:31.0,0:00:07.0,0:00:23.3,0:00:30.3,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136162
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:31:31.0,03/03/2022 13:31:31.0,3,23.2,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:30.3,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:31:31.0,0:00:07.0,0:00:23.3,0:00:30.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7.6,23.000000,7.6,7.6,14.2,,,,,,,,,,,,,,136163
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,12.8,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:31:31.0,03/03/2022 13:31:31.0,3,23.2,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:30.3,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:31:31.0,0:00:07.0,0:00:23.3,0:00:30.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.2,14.7,,,,,,,,,,,,,,136164
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,12.5,1.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:31:31.0,03/03/2022 13:31:31.0,1,23.2,Trial    11,v.1 Detection Settings,P3 L1 Opposite,0:00:30.3,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:31:31.0,0:00:07.0,0:00:23.3,0:00:30.3,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,7,41.000000,NOT FOUND IN NODULUS,7,12.5,,,,,,,,,,,,,,136165
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,12.2,1.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:32:22.4,03/03/2022 13:32:22.3,4,23.4,Trial    12,v.1 Detection Settings,P3 L1,0:00:30.5,none,12.2,12.2,03/03/2022 13:32:22.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,14.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136166
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:32:22.4,03/03/2022 13:32:22.3,.,23.4,Trial    12,v.1 Detection Settings,P3 L1,0:00:30.5,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:32:22.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.1,,,,,,,,,,,,,,136167
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:32:22.4,03/03/2022 13:32:22.3,2,23.4,Trial    12,v.1 Detection Settings,P3 L1,0:00:30.5,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:32:22.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,32.000000,5.6,6.9,14.9,,,,,,,,,,,,,,136168
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,1,03/03/2022 13:32:22.4,03/03/2022 13:32:22.3,.,23.4,Trial    12,v.1 Detection Settings,P3 L1,0:00:30.5,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:32:22.4,0:00:07.0,0:00:23.5,0:00:30.5,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,9.2,,,,,,,,,,,,,,136169
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,12.2,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:33:14.0,03/03/2022 13:33:13.9,4,23,Trial    13,v.1 Detection Settings,P3 L1,0:00:30.1,none,12.2,12.2,03/03/2022 13:33:14.0,0:00:07.0,0:00:23.1,0:00:30.1,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,14.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136170
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:33:14.0,03/03/2022 13:33:13.9,.,23,Trial    13,v.1 Detection Settings,P3 L1,0:00:30.1,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:33:14.0,0:00:07.0,0:00:23.1,0:00:30.1,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,0,0.000000,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,8.1,,,,,,,,,,,,,,136171
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,12.8,1.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:33:14.0,03/03/2022 13:33:13.9,3,23,Trial    13,v.1 Detection Settings,P3 L1,0:00:30.1,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:33:14.0,0:00:07.0,0:00:23.1,0:00:30.1,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,6.2,13.8,,,,,,,,,,,,,,136172
juana,Female,07/06/2021,CRL: Long Evans,14295,N/A,Fiona,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 4,0,0.000000,2,NOT FOUND IN NODULUS,3,03/03/2022 13:33:14.0,03/03/2022 13:33:13.9,3,23,Trial    13,v.1 Detection Settings,P3 L1,0:00:30.1,Juana,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:33:14.0,0:00:07.0,0:00:23.1,0:00:30.1,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,8.9,43.000000,NOT FOUND IN NODULUS,8.9,14,,,,,,,,,,,,,,136173
none,none,none,none,none,none,none,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 1,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:34:05.3,03/03/2022 13:34:05.2,2,23.5,Trial    14,v.1 Detection Settings,P3 L1 Opposite,0:00:30.6,none,12.2,12.2,03/03/2022 13:34:05.3,0:00:07.0,0:00:23.6,0:00:30.6,12.2,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,12.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136174
renata,Female,07/06/2021,CRL: Long Evans,14293,N/A,Raissa,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 2,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:34:05.3,03/03/2022 13:34:05.2,3,23.5,Trial    14,v.1 Detection Settings,P3 L1 Opposite,0:00:30.6,Renata,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:34:05.3,0:00:07.0,0:00:23.6,0:00:30.6,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,23.000000,5.6,5.6,12.2,,,,,,,,,,,,,,136175
shakira,Female,07/06/2021,CRL: Long Evans,14292,N/A,Harley,,P3,,20lux,168lux,218lux,,Ukn%,Ukn%,Ukn%,,9%,5%,2%,0.5%,500ul,500ul,500ul,500ul,25%,25%,25%,25%,maze 3,0,0.000000,2,NOT FOUND IN NODULUS,2,03/03/2022 13:34:05.3,03/03/2022 13:34:05.2,3,23.5,Trial    14,v.1 Detection Settings,P3 L1 Opposite,0:00:30.6,Shakira,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022 13:34:05.3,0:00:07.0,0:00:23.6,0:00:30.6,NOT FOUND IN NODULUS,,,,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,NOT FOUND IN NODULUS,03/03/2022,5.6,33.000000,5.6,7,15,,,,,,,,,,,,,,136176
